variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,5.00e-04,10.9,2152,11.94,30.22,6.51,31,-5292.4,-2.337,-5.411,1884,1238,640,1.112,2091,273.4,94.0,0,0.0,0,0,8,10,175.51,44.04,46.41,1.613,0.448,0,0.0,1.0,0.04937,-0.2765,885,1884,,,-50975.35,-26518.56,-50975.35,,,,dqn,retraso
vecinos,2042,2,2044,5.00e-04,13.8,2152,10.92,28.92,5.97,29,-4858.2,-2.134,-5.085,1895,1246,643,1.078,2094,270.7,93.0,0,0.0,0,0,6,10,174.04,42.38,44.31,1.585,0.459,0,0.0,0.9905,0.005,-0.4096,2780,3779,,,-48175.94,-24354.9,-48175.94,,,,dqn,retraso
vecinos,2042,3,2045,5.00e-04,13.4,2152,10.96,29.18,6.04,28,-4873.0,-2.134,-5.194,1891,1230,657,1.107,2088,271.7,93.3,0,0.0,0,0,7,12,175.69,43.48,46.56,1.659,0.418,0,0.0,0.981,0.002,-0.5254,4671,5670,,,-49107.85,-24601.68,-49107.85,,,,dqn,retraso
vecinos,2042,4,2046,5.00e-04,13.3,2152,12.27,30.62,6.81,32,-5532.1,-2.449,-5.537,1894,1275,615,1.114,2090,273.7,94.1,0,0.0,0,0,9,12,176.92,44.84,46.85,1.645,0.432,0,0.0,0.9715,0.00227,-0.6772,6565,7564,,,-52437.37,-27787.51,-52437.37,,,,dqn,retraso
vecinos,2042,5,2047,5.00e-04,13.4,2152,11.85,30.42,6.47,28,-5226.0,-2.307,-5.409,1889,1254,629,1.125,2088,273.8,94.1,0,0.0,0,0,9,13,176.36,44.68,47.99,1.659,0.442,0,0.0,0.962,0.0027,-0.7903,8454,9453,,,-51085.52,-26364.37,-51085.52,,,,dqn,retraso
vecinos,2042,6,2048,5.00e-04,13.7,2152,13.19,32.21,7.29,35,-5941.6,-2.627,-5.849,1897,1277,613,1.164,2088,276.8,95.1,0,0.0,0,0,11,15,180.58,48.42,52.39,1.764,0.379,0,0.0,0.9525,0.00317,-0.8867,10351,11350,,,-55479.91,-29870.3,-55479.91,,,,dqn,retraso
vecinos,2042,7,2049,5.00e-04,13.8,2152,10.65,28.6,5.77,30,-4679.1,-2.047,-5.008,1903,1252,645,1.053,2091,271.0,93.0,0,0.0,0,0,7,11,174.22,42.09,43.61,1.572,0.463,0,0.0,0.943,0.00329,-0.9557,12254,13253,,,-47647.17,-23623.83,-47647.17,,,,dqn,retraso
vecinos,2042,8,2050,5.00e-04,13.8,2152,11.43,29.46,6.3,32,-5096.0,-2.25,-5.249,1889,1249,634,1.065,2085,271.5,93.3,0,0.0,0,0,10,13,175.79,43.66,46.46,1.57,0.487,0,0.0,0.9335,0.00328,-1.0089,14143,15142,,,-49572.09,-25717.77,-49572.09,,,,dqn,retraso
vecinos,2042,9,2051,5.00e-04,13.7,2152,11.71,29.89,6.44,26,-5279.6,-2.316,-5.315,1905,1272,627,1.087,2087,272.2,93.6,0,0.0,0,0,7,11,175.36,43.69,46.53,1.573,0.461,0,0.0,0.924,0.00304,-1.0535,16048,17047,,,-50625.76,-26407.76,-50625.76,,,,dqn,retraso
vecinos,2042,10,2052,5.00e-04,13.7,2152,11.43,29.64,6.32,27,-5076.1,-2.25,-5.291,1876,1231,639,1.123,2086,272.2,93.5,0,0.0,0,0,7,11,174.59,42.7,45.48,1.625,0.438,0,0.0,0.9145,0.00307,-1.1062,17924,18923,22.99,7.54,-49629.83,-25492.18,-49629.83,22.99,23.51,23.25,dqn,retraso
