modo,episodio,semilla,epsilon,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,decisiones,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,estados_q,dq_max,eval_timeloss,eval_espera,val_999,val_1999,segundos,val,ret_retraso,ret_colas,ret_spill,algoritmo,base,recompensa_u2,no_terminados,spillback_tasa,spillback_seg,cola_max_enlace
train,1,2043,1.0,1810,38.98,90.19,17.98,52,retraso,-9.636,1336,448,3.643,1705,331.9,115.2,136,11.0179,,,,,9.6,,-166442.6,-78440.5,-167318.6,qlearning,2042,-15456.0,0,0.0,0,32
train,2,2044,0.972,1810,37.24,87.93,16.68,51,retraso,-8.948,1378,455,3.559,1691,326.2,113.2,156,12.4249,,,,,7.0,,-161912.7,-74917.5,-162128.7,qlearning,2042,-14782.8,0,0.0,0,23
train,3,2045,0.944,1810,44.56,97.9,19.62,58,retraso,-10.623,1404,450,3.836,1677,342.3,119.4,179,17.9166,,,,,10.4,,-181888.1,-90114.5,-183168.1,qlearning,2042,-17783.7,0,0.0,0,33
train,4,2046,0.917,1810,24.83,58.02,12.01,42,retraso,-6.371,1291,426,2.357,1734,283.4,97.9,191,13.0949,,,,,7.1,,-105709.2,-50428.9,-105935.2,qlearning,2042,-9848.8,0,0.0,0,25
train,5,2047,0.891,1810,28.45,65.86,13.17,58,retraso,-7.062,1344,444,2.651,1699,293.7,101.9,197,16.4319,,,,,7.2,,-120775.6,-57891.6,-120991.6,qlearning,2042,-11370.4,0,0.0,0,24
train,6,2048,0.866,1810,23.15,55.26,10.9,44,retraso,-5.767,1333,431,2.266,1727,278.1,96.0,201,12.9351,,,,,6.6,,-100536.0,-46975.3,-100726.0,qlearning,2042,-9181.3,0,0.0,0,28
train,7,2049,0.841,1810,30.98,75.99,14.36,54,retraso,-7.682,1333,449,3.006,1701,308.1,106.9,204,14.4697,,,,,6.5,,-139156.5,-62671.9,-139580.5,qlearning,2042,-12307.0,0,0.0,0,25
train,8,2050,0.818,1810,19.22,46.0,9.62,43,retraso,-5.07,1271,394,1.835,1738,264.0,91.0,209,13.2387,,,,,8.4,,-83048.7,-39227.2,-83058.7,qlearning,2042,-7635.3,0,0.0,0,20
train,9,2051,0.794,1810,24.75,57.13,11.86,42,retraso,-6.276,1313,414,2.367,1720,280.9,97.1,210,14.8296,,,,,8.6,,-104040.2,-50170.2,-104280.2,qlearning,2042,-9802.4,0,0.0,0,23
train,10,2052,0.772,1810,20.55,50.56,9.85,42,retraso,-5.184,1308,434,2.097,1717,269.9,93.1,213,13.9064,31.93,14.51,31.93,33.8,8.6,32.865,-91052.0,-41721.8,-91388.0,qlearning,2042,-8138.5,0,0.0,0,28
train,11,2053,0.75,1810,19.47,48.21,9.54,34,retraso,-4.992,1282,424,2.049,1746,267.1,92.1,214,10.9332,,,,,8.1,,-86886.4,-39535.3,-86976.4,qlearning,2042,-7667.0,0,0.0,0,23
train,12,2054,0.729,1810,14.26,34.25,7.27,27,retraso,-3.763,1252,413,1.399,1756,244.4,84.1,216,9.1875,,,,,6.4,,-60885.1,-29359.2,-60885.1,qlearning,2042,-5645.0,0,0.0,0,15
train,13,2055,0.708,1810,15.3,36.92,7.68,28,retraso,-4.008,1270,404,1.551,1746,248.7,85.7,220,8.9519,,,,,8.4,,-65569.9,-31339.3,-65569.9,qlearning,2042,-6059.9,0,0.0,0,19
train,14,2056,0.688,1810,16.38,37.41,8.33,34,retraso,-4.357,1266,378,1.49,1749,249.8,86.1,222,12.2643,,,,,6.3,,-67212.0,-33834.5,-67380.0,qlearning,2042,-6508.7,0,0.0,0,24
train,15,2057,0.668,1810,17.29,40.95,8.7,33,retraso,-4.55,1275,383,1.683,1746,255.9,88.1,224,9.8568,,,,,8.3,,-73778.2,-35355.7,-73778.2,qlearning,2042,-6843.1,0,0.0,0,15
