variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
local,2042,1,2043,1.00e-03,25.9,4350,16.98,36.8,20.33,52,-16275.0,-2.389,-5.218,5690,3793,1882,1.634,4184,320.6,111.2,0,0.0,0,0,8,10,143.54,38.16,39.78,1.647,0.435,0,0.0,-0.0168,0.0454,0.6767,0.0111,0.1767,,,-148443.2,-83212.51,-148443.2,,,,ippo,retraso
local,2042,2,2044,9.95e-04,25.8,4350,15.3,34.34,18.54,50,-14666.9,-2.17,-4.869,5659,3782,1853,1.544,4195,315.8,109.5,0,0.0,0,0,8,9,135.5,29.93,30.54,1.316,0.587,0,0.0,-0.0159,0.0393,0.6569,0.0096,0.1466,,,-137770.98,-75332.15,-137770.98,,,,ippo,retraso
local,2042,3,2045,9.90e-04,25.6,4350,13.88,32.71,16.82,47,-13286.6,-1.953,-4.579,5615,3599,2000,1.522,4199,312.8,108.4,0,0.0,0,0,6,8,135.46,29.99,31.56,1.349,0.611,0,0.0,-0.0118,0.0375,0.6176,0.0107,0.1257,,,-128551.3,-68080.44,-128551.3,,,,ippo,retraso
local,2042,4,2046,9.85e-04,26.1,4350,12.74,31.33,15.31,44,-12132.8,-1.765,-4.306,5650,3582,2054,1.497,4189,310.4,107.5,0,0.0,0,0,4,8,133.58,28.41,28.91,1.32,0.608,0,0.0,-0.0075,0.0352,0.6012,0.006,0.0846,,,-121639.84,-62326.18,-121639.84,,,,ippo,retraso
local,2042,5,2047,9.80e-04,25.5,4350,11.73,30.46,14.5,40,-11105.4,-1.647,-4.263,5474,3339,2121,1.5,4199,309.7,107.2,0,0.0,0,0,5,8,133.09,27.76,29.02,1.324,0.581,0,0.0,-0.0039,0.0293,0.5729,0.0045,0.0534,,,-116678.57,-57397.85,-116678.57,,,,ippo,retraso
local,2042,6,2048,9.75e-04,26.0,4350,11.87,30.45,14.65,35,-11255.7,-1.67,-4.285,5460,3286,2158,1.498,4199,309.4,107.1,0,0.0,0,0,4,8,133.38,28.05,28.71,1.345,0.582,0,0.0,-0.0051,0.0256,0.548,0.0045,0.0655,,,-116984.44,-58045.52,-116984.44,,,,ippo,retraso
local,2042,7,2049,9.70e-04,25.6,4350,11.82,30.36,14.49,38,-11156.6,-1.642,-4.22,5512,3339,2158,1.499,4198,309.1,107.0,0,0.0,0,0,5,8,132.61,27.55,28.93,1.34,0.585,0,0.0,-0.0007,0.0213,0.5352,0.0035,0.0477,,,-116311.78,-57855.44,-116311.78,,,,ippo,retraso
local,2042,8,2050,9.65e-04,25.5,4350,11.57,29.94,14.29,39,-10913.3,-1.617,-4.206,5457,3278,2165,1.484,4195,308.2,106.7,0,0.0,0,0,4,8,132.94,27.32,28.5,1.344,0.598,0,0.0,-0.0021,0.0214,0.5125,0.0037,0.0513,,,-114770.51,-56587.67,-114770.51,,,,ippo,retraso
local,2042,9,2051,9.60e-04,25.5,4350,11.39,30.05,14.04,44,-10731.7,-1.59,-4.191,5443,3239,2189,1.518,4197,309.0,106.9,0,0.0,0,0,4,8,132.36,26.82,27.34,1.288,0.619,0,0.0,0.0022,0.0216,0.4895,0.0035,0.0471,,,-114071.42,-55469.88,-114071.42,,,,ippo,retraso
local,2042,10,2052,9.55e-04,25.7,4350,11.08,29.45,13.64,35,-10407.1,-1.534,-4.079,5480,3277,2188,1.477,4193,307.5,106.4,0,0.0,0,0,5,8,131.71,26.35,27.11,1.272,0.608,0,0.0,-0.0033,0.0216,0.4735,0.004,0.0591,29.98,11.37,-111774.08,-54144.73,-111774.08,29.98,29.14,29.56,ippo,retraso
