variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,5.00e-04,7.7,1810,42.04,95.29,18.69,73,-16702.2,-10.062,-25.43,1387,922,461,3.78,1679,338.2,117.8,0,0.0,0,0,22,37,244.99,161.87,212.19,6.449,0.156,0,0.0,1.0,0.06341,-0.7278,388,1387,,,-176353.84,-84903.18,-176531.84,,,,dqn,retraso
vecinos,2042,2,2044,5.00e-04,10.6,1810,47.35,102.89,21.0,57,-19110.1,-11.512,-27.55,1396,950,444,3.882,1685,350.2,122.3,0,0.0,0,0,31,37,258.04,175.31,229.54,6.599,0.178,0,0.0,0.9905,0.01492,-1.0395,1784,2783,,,-192297.41,-96627.32,-193909.41,,,,dqn,retraso
vecinos,2042,3,2045,5.00e-04,10.1,1810,34.93,83.61,15.98,48,-13867.5,-8.56,-22.761,1351,896,452,3.4,1695,320.2,111.1,0,0.0,0,0,26,36,222.94,140.29,185.01,5.739,0.165,0,0.0,0.981,0.00571,-1.6424,3135,4134,,,-153750.18,-70474.52,-154288.18,,,,dqn,retraso
vecinos,2042,4,2046,5.00e-04,10.1,1810,37.33,91.01,17.02,49,-14753.2,-9.085,-24.615,1356,904,450,3.736,1699,332.3,115.2,0,0.0,0,0,28,37,234.98,152.09,202.4,6.268,0.213,0,0.0,0.9715,0.00708,-2.1094,4491,5490,,,-166889.78,-74813.28,-167595.78,,,,dqn,retraso
vecinos,2042,5,2047,5.00e-04,10.3,1810,38.05,91.3,17.42,53,-15037.8,-9.317,-24.969,1345,888,454,3.709,1681,331.5,115.2,0,0.0,0,0,25,36,237.49,154.58,203.81,6.302,0.194,0,0.0,0.962,0.00926,-2.3707,5836,6835,,,-167917.87,-76229.44,-168371.87,,,,dqn,retraso
vecinos,2042,6,2048,5.00e-04,9.8,1810,28.83,64.97,13.7,47,-11408.0,-7.285,-18.183,1308,870,434,2.67,1731,295.6,102.1,0,0.0,0,0,28,33,187.54,104.35,134.9,4.356,0.211,0,0.0,0.9525,0.01179,-2.6061,7144,8143,,,-118913.99,-58331.96,-119645.99,,,,dqn,retraso
vecinos,2042,7,2049,5.00e-04,10.2,1810,34.94,81.3,15.74,50,-13805.4,-8.397,-21.757,1372,912,458,3.276,1688,317.0,110.0,0,0.0,0,0,25,35,218.79,135.77,177.65,5.507,0.207,0,0.0,0.943,0.01385,-2.7321,8516,9515,,,-149249.91,-70218.25,-149673.91,,,,dqn,retraso
vecinos,2042,8,2050,5.00e-04,10.0,1810,29.53,72.49,13.5,51,-11659.9,-7.162,-19.511,1358,901,454,2.913,1699,302.4,104.7,0,0.0,0,0,21,35,201.9,118.92,155.89,4.814,0.293,0,0.0,0.9335,0.01595,-2.8562,9874,10873,,,-132477.37,-59548.12,-132545.37,,,,dqn,retraso
vecinos,2042,9,2051,5.00e-04,10.2,1810,34.84,82.02,15.94,58,-13836.4,-8.552,-22.268,1353,904,446,3.273,1696,317.4,110.2,0,0.0,0,0,28,36,220.27,137.03,177.4,5.501,0.212,0,0.0,0.924,0.01826,-3.0697,11227,12226,,,-150646.31,-70058.6,-151270.31,,,,dqn,retraso
vecinos,2042,10,2052,5.00e-04,9.9,1810,27.31,66.48,12.96,42,-10713.0,-6.824,-18.389,1313,875,434,2.792,1724,295.8,102.2,0,0.0,0,0,22,35,189.21,106.34,136.6,4.548,0.213,0,0.0,0.9145,0.02082,-3.274,12540,13539,21.27,7.22,-120722.7,-54783.1,-120760.7,21.27,21.77,21.52,dqn,retraso
vecinos,2042,11,2053,5.00e-04,9.6,1810,29.04,71.16,13.93,38,-11440.0,-7.371,-20.001,1299,870,426,2.948,1715,301.9,104.4,0,0.0,0,0,23,35,198.66,115.67,150.31,4.849,0.226,0,0.0,0.905,0.02238,-3.3806,13839,14838,,,-129906.27,-58366.52,-130040.27,,,,dqn,retraso
vecinos,2042,12,2054,5.00e-04,9.5,1810,22.14,52.7,10.69,35,-8730.4,-5.618,-14.687,1297,859,434,2.213,1737,275.6,95.0,0,0.0,0,0,23,33,164.84,81.89,103.22,3.491,0.245,0,0.0,0.8955,0.02429,-3.5196,15136,16135,,,-95246.56,-44819.52,-95324.56,,,,dqn,retraso
vecinos,2042,13,2055,5.00e-04,9.4,1810,22.66,54.49,11.22,40,-8934.9,-5.902,-15.543,1269,853,413,2.277,1733,277.2,95.6,0,0.0,0,0,23,32,167.31,84.42,106.96,3.593,0.238,0,0.0,0.886,0.02624,-3.5955,16405,17404,,,-98619.29,-45736.04,-98783.29,,,,dqn,retraso
vecinos,2042,14,2056,5.00e-04,9.4,1810,20.9,50.84,10.05,32,-8232.8,-5.257,-14.048,1307,867,435,2.108,1726,270.9,93.5,0,0.0,0,0,21,34,160.89,78.17,97.98,3.293,0.234,0,0.0,0.8765,0.02914,-3.6827,17712,18711,,,-91801.64,-42351.58,-91819.64,,,,dqn,retraso
vecinos,2042,15,2057,5.00e-04,9.3,1810,21.52,51.55,10.48,39,-8502.6,-5.514,-14.319,1305,900,402,2.151,1713,271.8,93.8,0,0.0,0,0,25,35,163.06,80.05,100.8,3.432,0.336,0,0.0,0.867,0.03076,-3.6801,19017,20016,,,-93430.06,-43557.92,-93562.06,,,,dqn,retraso
vecinos,2042,16,2058,5.00e-04,9.6,1810,24.26,60.17,11.52,40,-9543.5,-6.071,-16.572,1314,877,434,2.52,1722,285.6,98.7,0,0.0,0,0,24,37,178.52,95.67,122.81,4.045,0.348,0,0.0,0.8575,0.03142,-3.7612,20331,21330,,,-108878.56,-48774.8,-109062.56,,,,dqn,retraso
vecinos,2042,17,2059,5.00e-04,9.1,1810,15.43,36.96,7.87,28,-6076.4,-4.056,-10.539,1252,834,414,1.523,1746,249.7,86.0,0,0.0,0,0,14,26,135.71,52.99,63.22,2.252,0.338,0,0.0,0.848,0.0327,-3.8238,21583,22582,,,-65973.17,-31626.68,-65973.17,,,,dqn,retraso
vecinos,2042,18,2060,5.00e-04,10.0,1810,29.73,72.76,13.99,51,-11719.2,-7.417,-20.168,1319,876,440,2.977,1710,303.5,105.1,0,0.0,0,0,25,36,201.63,118.78,155.16,4.921,0.196,0,0.0,0.8385,0.03291,-3.8234,22902,23901,,,-133007.33,-59829.32,-133419.33,,,,dqn,retraso
vecinos,2042,19,2061,5.00e-04,9.7,1810,24.56,60.63,11.72,44,-9676.9,-6.172,-16.766,1312,878,431,2.523,1721,285.4,98.7,0,0.0,0,0,23,37,179.96,96.75,125.72,4.094,0.305,0,0.0,0.829,0.03337,-3.8901,24214,25213,,,-109987.14,-49463.06,-110109.14,,,,dqn,retraso
vecinos,2042,20,2062,5.00e-04,9.5,1810,26.23,63.95,12.46,48,-10441.9,-6.634,-17.754,1317,883,432,2.53,1712,290.1,100.4,0,0.0,0,0,32,37,185.27,102.59,133.45,4.095,0.325,0,0.0,0.8195,0.0344,-3.9457,25531,26530,22.35,7.87,-116909.24,-53349.26,-118403.24,22.35,23.33,22.84,dqn,retraso
vecinos,2042,21,2063,5.00e-04,9.1,1810,21.39,51.12,10.49,39,-8419.9,-5.503,-14.384,1282,862,418,2.164,1727,272.0,94.0,0,0.0,0,0,22,34,160.06,77.51,97.34,3.351,0.276,0,0.0,0.81,0.0337,-3.9808,26813,27812,,,-92198.36,-43248.84,-92298.36,,,,dqn,retraso
vecinos,2042,22,2064,5.00e-04,9.3,1810,22.74,54.97,11.01,43,-8998.2,-5.82,-15.38,1296,871,422,2.278,1726,277.2,95.8,0,0.0,0,0,27,36,167.91,85.39,108.85,3.612,0.307,0,0.0,0.8005,0.03392,-3.9978,28109,29108,,,-99664.66,-46107.84,-100034.66,,,,dqn,retraso
vecinos,2042,23,2065,5.00e-04,9.4,1810,23.39,55.96,11.13,48,-9312.8,-5.909,-15.503,1314,870,440,2.284,1718,277.8,96.0,0,0.0,0,0,26,37,170.5,87.55,112.51,3.627,0.325,0,0.0,0.791,0.03502,-4.06,29423,30422,,,-101854.67,-47699.88,-102136.67,,,,dqn,retraso
vecinos,2042,24,2066,5.00e-04,8.9,1810,18.3,46.36,9.03,33,-7187.8,-4.692,-13.055,1274,837,435,1.98,1736,264.1,91.1,0,0.0,0,0,18,35,152.62,69.49,87.1,3.048,0.346,0,0.0,0.7815,0.03434,-4.0491,30697,31696,,,-83157.74,-37041.86,-83157.74,,,,dqn,retraso
vecinos,2042,25,2067,5.00e-04,9.0,1810,17.73,44.85,8.89,34,-6967.5,-4.62,-12.687,1265,854,408,1.835,1741,261.8,90.1,0,0.0,0,0,21,33,148.51,65.36,80.68,2.734,0.311,0,0.0,0.772,0.03314,-4.0845,31962,32961,,,-80245.15,-36051.92,-80259.15,,,,dqn,retraso
vecinos,2042,26,2068,5.00e-04,8.7,1810,17.09,43.29,8.72,29,-6707.7,-4.508,-12.472,1242,824,415,1.812,1765,259.5,89.3,0,0.0,0,0,18,32,146.41,63.75,79.7,2.721,0.319,0,0.0,0.7625,0.03226,-4.0607,33204,34203,,,-77454.22,-34753.9,-77454.22,,,,dqn,retraso
vecinos,2042,27,2069,5.00e-04,9.2,1810,18.9,48.82,9.24,36,-7442.9,-4.821,-13.518,1296,875,419,2.044,1732,267.1,92.0,0,0.0,0,0,24,34,156.58,73.86,93.58,3.152,0.334,0,0.0,0.753,0.03257,-4.1041,34500,35499,,,-87597.37,-38294.55,-87753.37,,,,dqn,retraso
vecinos,2042,28,2070,5.00e-04,8.8,1810,17.65,45.15,8.84,30,-6939.8,-4.596,-12.755,1268,857,408,1.919,1749,261.5,90.0,0,0.0,0,0,19,32,149.28,66.21,82.17,2.894,0.312,0,0.0,0.7435,0.03259,-4.1263,35768,36767,,,-80866.15,-35843.44,-80866.15,,,,dqn,retraso
vecinos,2042,29,2071,5.00e-04,8.9,1810,14.64,36.44,7.37,28,-5795.4,-3.813,-10.131,1278,866,409,1.5,1740,248.1,85.4,0,0.0,0,0,18,33,134.02,51.29,61.59,2.175,0.404,0,0.0,0.734,0.03239,-4.1366,37046,38045,,,-64736.66,-30053.92,-64736.66,,,,dqn,retraso
vecinos,2042,30,2072,5.00e-04,8.5,1810,13.88,33.61,7.16,27,-5514.8,-3.706,-9.546,1253,854,397,1.348,1753,243.8,83.9,0,0.0,0,0,16,22,128.67,45.59,52.89,1.876,0.444,0,0.0,0.7245,0.03203,-4.1351,38299,39298,22.21,7.92,-59805.78,-28726.61,-59805.78,22.21,23.48,22.845,dqn,retraso
vecinos,2042,31,2073,5.00e-04,9.0,1810,19.0,48.04,9.44,33,-7447.4,-4.919,-13.58,1266,846,417,2.024,1740,266.8,91.9,0,0.0,0,0,23,36,155.62,72.66,90.84,3.142,0.36,0,0.0,0.715,0.03057,-4.0719,39565,40564,,,-85959.45,-38295.49,-86039.45,,,,dqn,retraso
vecinos,2042,32,2074,5.00e-04,8.7,1810,13.07,33.79,6.76,23,-5117.6,-3.444,-9.578,1247,840,404,1.404,1759,243.7,83.8,0,0.0,0,0,15,23,129.11,45.84,54.65,1.974,0.416,0,0.0,0.7055,0.03003,-4.0394,40812,41811,,,-59716.79,-26855.7,-59716.79,,,,dqn,retraso
vecinos,2042,33,2075,5.00e-04,8.6,1810,13.66,35.64,6.95,25,-5348.7,-3.547,-9.992,1263,847,413,1.503,1746,246.5,84.8,0,0.0,0,0,18,29,132.51,49.56,59.25,2.176,0.434,0,0.0,0.696,0.02989,-3.9272,42075,43074,,,-63097.83,-27988.3,-63097.83,,,,dqn,retraso
vecinos,2042,34,2076,5.00e-04,8.8,1810,14.33,39.5,7.3,24,-5625.8,-3.751,-11.166,1254,836,415,1.643,1747,252.1,86.7,0,0.0,0,0,16,33,139.3,56.18,68.85,2.406,0.436,0,0.0,0.6865,0.03062,-3.8865,43329,44328,,,-70013.7,-29214.31,-70013.7,,,,dqn,retraso
vecinos,2042,35,2077,5.00e-04,8.5,1810,11.75,29.94,6.13,20,-4690.4,-3.156,-8.451,1254,859,392,1.178,1764,236.9,81.5,0,0.0,0,0,13,22,121.5,38.42,43.7,1.54,0.534,0,0.0,0.677,0.0297,-3.866,44583,45582,,,-52988.13,-24512.25,-52988.13,,,,dqn,retraso
vecinos,2042,36,2078,5.00e-04,8.6,1810,13.38,32.93,6.92,31,-5284.8,-3.552,-9.346,1249,842,404,1.346,1767,242.7,83.5,0,0.0,0,0,17,25,126.93,44.46,52.19,1.892,0.415,0,0.0,0.6675,0.02799,-3.8333,45832,46831,,,-58365.38,-27621.99,-58365.38,,,,dqn,retraso
vecinos,2042,37,2079,5.00e-04,8.7,1810,12.38,31.45,6.33,22,-4860.6,-3.223,-8.809,1261,842,417,1.295,1752,239.5,82.4,0,0.0,0,0,17,26,124.28,41.65,48.25,1.795,0.512,0,0.0,0.658,0.02985,-3.8334,47093,48092,,,-55540.11,-25558.56,-55540.11,,,,dqn,retraso
vecinos,2042,38,2080,5.00e-04,8.6,1810,13.21,33.66,6.79,29,-5222.7,-3.496,-9.608,1239,808,429,1.416,1761,244.1,83.9,0,0.0,0,0,16,21,128.95,45.88,53.7,1.979,0.371,0,0.0,0.6485,0.02918,-3.8176,48332,49331,,,-59521.39,-27130.61,-59521.39,,,,dqn,retraso
vecinos,2042,39,2081,5.00e-04,8.7,1810,13.07,32.78,6.76,26,-5162.1,-3.469,-9.256,1254,857,394,1.365,1759,242.0,83.2,0,0.0,0,0,16,20,125.95,43.22,51.61,1.865,0.442,0,0.0,0.639,0.03013,-3.8519,49586,50585,,,-58031.99,-26986.87,-58031.99,,,,dqn,retraso
