variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,1.00e-03,10.5,2582,18.27,39.65,8.67,39,-6913.2,-3.04,-7.264,1894,1249,640,1.387,2498,289.5,99.8,0,0.0,0,0,12,14,182.47,51.03,55.43,1.892,0.323,0,0.0,-0.0192,0.1188,0.6772,0.0107,0.1858,,,-68793.46,-35448.96,-68793.46,,,,ippo,retraso
vecinos,2042,2,2044,9.95e-04,10.2,2582,14.72,34.96,7.57,33,-6005.4,-2.644,-6.585,1897,1265,627,1.235,2507,280.9,96.6,0,0.0,0,0,9,12,177.24,45.54,49.55,1.701,0.396,0,0.0,-0.0175,0.0653,0.6439,0.0097,0.1532,,,-62455.46,-30850.59,-62455.46,,,,ippo,retraso
vecinos,2042,3,2045,9.90e-04,10.2,2582,13.16,32.15,6.67,25,-5272.8,-2.307,-5.933,1914,1280,627,1.122,2504,275.4,94.8,0,0.0,0,0,9,12,171.26,39.11,42.01,1.433,0.523,0,0.0,-0.0097,0.0536,0.5924,0.0087,0.1097,,,-56782.75,-27312.23,-56782.75,,,,ippo,retraso
vecinos,2042,4,2046,9.85e-04,10.0,2582,13.28,32.33,6.5,25,-5092.1,-2.245,-5.868,1893,1256,631,1.109,2509,274.8,94.6,0,0.0,0,0,7,12,169.16,37.22,39.75,1.316,0.591,0,0.0,-0.0084,0.0559,0.5573,0.0067,0.0855,,,-55538.53,-26418.89,-55538.53,,,,ippo,retraso
vecinos,2042,5,2047,9.80e-04,10.3,2582,16.51,36.28,5.98,23,-4660.6,-2.06,-5.476,1897,1279,614,1.183,2506,280.0,96.8,0,0.0,0,0,7,10,165.86,34.15,36.37,1.178,0.66,0,0.0,-0.0126,0.0527,0.4885,0.0093,0.1127,,,-51935.87,-24203.87,-51935.87,,,,ippo,retraso
vecinos,2042,6,2048,9.75e-04,10.0,2582,11.56,29.19,5.72,20,-4442.4,-1.974,-5.288,1884,1261,618,0.957,2503,268.0,92.3,0,0.0,0,0,5,10,163.82,31.72,33.86,1.03,0.759,0,0.0,-0.0084,0.0425,0.4293,0.009,0.101,,,-49814.92,-23006.41,-49814.92,,,,ippo,retraso
vecinos,2042,7,2049,9.70e-04,10.1,2582,12.31,29.42,5.42,20,-4226.4,-1.866,-4.947,1907,1297,604,0.928,2509,266.3,91.9,0,0.0,0,0,5,11,160.73,28.42,30.08,0.869,0.849,0,0.0,-0.0018,0.0348,0.3668,0.0033,0.0475,,,-47171.26,-21953.57,-47171.26,,,,ippo,retraso
vecinos,2042,8,2050,9.65e-04,10.0,2582,12.38,29.64,5.21,21,-4026.5,-1.785,-4.839,1901,1299,596,0.943,2507,266.8,92.1,0,0.0,0,0,5,11,160.75,28.56,30.3,0.876,0.828,0,0.0,-0.0057,0.0337,0.3255,0.0062,0.0742,,,-45996.81,-20989.13,-45996.81,,,,ippo,retraso
vecinos,2042,9,2051,9.60e-04,10.3,2582,14.63,32.52,5.33,23,-4150.0,-1.82,-4.848,1919,1309,606,1.005,2504,270.5,93.6,0,0.0,0,0,5,10,160.09,28.24,30.02,0.846,0.852,0,0.0,-0.0044,0.0266,0.278,0.004,0.0424,,,-46520.82,-21665.54,-46520.82,,,,ippo,retraso
vecinos,2042,10,2052,9.55e-04,10.2,2582,13.34,30.7,5.23,17,-4043.3,-1.79,-4.753,1902,1297,599,0.965,2510,267.3,92.5,0,0.0,0,0,5,10,159.22,27.36,29.2,0.792,0.884,0,0.0,-0.0026,0.0306,0.2321,0.0037,0.0424,31.69,14.79,-45196.61,-21073.37,-45196.61,31.69,29.28,30.485,ippo,retraso
vecinos,2042,11,2053,9.50e-04,10.4,2582,19.51,38.64,5.19,20,-4043.3,-1.78,-4.674,1923,1334,584,1.112,2510,278.4,96.9,0,0.0,0,0,4,10,157.76,25.95,27.18,0.71,0.908,0,0.0,-0.0058,0.0278,0.2308,0.0025,0.0319,,,-44942.84,-21058.33,-44942.84,,,,ippo,retraso
vecinos,2042,12,2054,9.45e-04,9.9,2582,10.37,26.33,4.91,18,-3778.2,-1.672,-4.487,1922,1348,568,0.795,2506,259.4,89.6,0,0.0,0,0,6,10,157.17,25.19,26.57,0.646,0.94,0,0.0,-0.0099,0.0229,0.2017,0.0035,0.0364,,,-43124.63,-19832.47,-43124.63,,,,ippo,retraso
vecinos,2042,13,2055,9.40e-04,10.0,2582,9.75,25.67,4.95,18,-3806.1,-1.687,-4.531,1919,1344,569,0.757,2503,258.6,89.2,0,0.0,0,0,5,11,158.0,25.81,27.58,0.622,0.942,0,0.0,-0.0024,0.023,0.1886,0.0027,0.0294,,,-43473.42,-19962.98,-43473.42,,,,ippo,retraso
vecinos,2042,14,2056,9.35e-04,10.0,2582,13.41,30.1,4.89,20,-3754.1,-1.668,-4.403,1920,1358,556,0.885,2505,264.3,91.6,0,0.0,0,0,6,10,156.12,24.85,26.11,0.631,0.94,0,0.0,-0.0013,0.0211,0.1508,0.0034,0.0298,,,-42266.24,-19666.91,-42266.24,,,,ippo,retraso
vecinos,2042,15,2057,9.30e-04,10.2,2582,13.25,30.16,5.05,18,-3855.9,-1.714,-4.585,1915,1349,562,0.885,2510,265.0,91.7,0,0.0,0,0,5,10,157.33,25.09,26.44,0.627,0.96,0,0.0,-0.0023,0.0179,0.1285,0.0035,0.0277,,,-43905.57,-20317.17,-43905.57,,,,ippo,retraso
vecinos,2042,16,2058,9.25e-04,10.2,2582,9.52,25.32,4.84,19,-3715.1,-1.651,-4.463,1916,1349,561,0.763,2511,257.3,88.8,0,0.0,0,0,5,9,157.53,25.42,27.01,0.625,0.956,0,0.0,-0.0012,0.0198,0.0949,0.0018,0.0162,,,-42757.15,-19409.13,-42757.15,,,,ippo,retraso
