variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,epsilon,perdida_q,q_medio,actualizaciones,transiciones,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,5.00e-04,10.0,2582,20.78,42.72,8.72,46,-6956.1,-3.067,-7.303,1886,1240,642,1.43,2505,293.7,101.5,0,0.0,0,0,10,13,181.26,49.8,53.38,1.83,0.374,0,0.0,1.0,0.0504,-0.3163,887,1886,,,-68863.74,-35672.38,-68863.74,,,,dqn,retraso
vecinos,2042,2,2044,5.00e-04,12.1,2582,19.3,41.13,9.99,41,-8013.5,-3.533,-8.039,1897,1266,626,1.437,2504,292.3,100.7,0,0.0,0,0,15,16,187.35,55.64,61.0,2.035,0.303,0,0.0,0.9905,0.00623,-0.5185,2784,3783,,,-76249.39,-41078.07,-76249.39,,,,dqn,retraso
vecinos,2042,3,2045,5.00e-04,12.5,2582,16.54,37.41,8.33,35,-6631.0,-2.912,-7.047,1902,1265,631,1.311,2497,286.2,98.5,0,0.0,0,0,11,13,181.65,49.48,53.72,1.826,0.36,0,0.0,0.981,0.00356,-0.6916,4686,5685,,,-67016.36,-34156.67,-67016.36,,,,dqn,retraso
vecinos,2042,4,2046,5.00e-04,12.2,2582,16.87,37.94,8.26,37,-6551.8,-2.877,-7.061,1887,1225,655,1.344,2502,286.3,98.6,0,0.0,0,0,10,14,181.28,49.39,54.36,1.853,0.353,0,0.0,0.9715,0.00388,-0.8484,6573,7572,,,-66622.69,-33724.11,-66622.69,,,,dqn,retraso
vecinos,2042,5,2047,5.00e-04,12.4,2582,18.69,40.42,8.58,38,-6816.2,-3.005,-7.223,1892,1258,628,1.399,2502,290.8,100.3,0,0.0,0,0,8,15,182.11,50.42,55.1,1.83,0.363,0,0.0,0.962,0.00445,-0.9715,8465,9464,,,-68331.74,-35099.3,-68331.74,,,,dqn,retraso
vecinos,2042,6,2048,5.00e-04,12.0,2582,15.95,36.87,8.09,41,-6386.2,-2.827,-7.063,1872,1215,651,1.294,2497,284.7,97.9,0,0.0,0,0,11,13,181.18,49.08,53.03,1.8,0.367,0,0.0,0.9525,0.00494,-1.0656,10337,11336,,,-66106.52,-32889.26,-66106.52,,,,dqn,retraso
vecinos,2042,7,2049,5.00e-04,12.3,2582,21.25,43.54,8.84,48,-7169.9,-3.12,-7.292,1918,1271,641,1.449,2504,294.8,101.9,0,0.0,0,0,10,15,183.67,51.37,56.21,1.865,0.339,0,0.0,0.943,0.00514,-1.1457,12255,13254,,,-69930.63,-36729.13,-69930.63,,,,dqn,retraso
vecinos,2042,8,2050,5.00e-04,12.3,2582,19.31,41.24,8.97,37,-7120.8,-3.148,-7.459,1889,1253,628,1.45,2500,291.8,100.7,0,0.0,0,0,11,14,183.34,51.15,55.53,1.883,0.348,0,0.0,0.9335,0.00505,-1.2006,14144,15143,,,-70450.43,-36592.81,-70450.43,,,,dqn,retraso
vecinos,2042,9,2051,5.00e-04,12.1,2582,19.14,41.01,8.21,35,-6529.3,-2.856,-7.009,1897,1243,650,1.43,2498,291.1,100.4,0,0.0,0,0,9,13,181.16,49.31,54.62,1.832,0.353,0,0.0,0.924,0.00487,-1.261,16041,17040,,,-66480.64,-33586.8,-66480.64,,,,dqn,retraso
vecinos,2042,10,2052,5.00e-04,12.1,2582,16.07,36.95,8.11,33,-6431.5,-2.832,-6.905,1894,1252,636,1.334,2508,285.0,98.1,0,0.0,0,0,8,12,180.11,48.26,52.36,1.787,0.364,0,0.0,0.9145,0.00469,-1.3222,17935,18934,31.89,14.79,-65385.92,-33062.81,-65385.92,31.89,30.99,31.44,dqn,retraso
