t,semaforo_C1,semaforo_C2
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,1,1
12,1,1
13,1,1
14,2,2
15,2,2
16,2,2
17,2,2
18,2,2
19,2,2
20,2,2
21,2,2
22,2,2
23,2,2
24,2,2
25,2,2
26,2,2
27,2,2
28,2,2
29,2,2
30,2,2
31,2,2
32,2,2
33,2,2
34,2,2
35,2,2
36,2,2
37,2,2
38,2,2
39,2,3
40,2,3
41,2,3
42,2,0
43,2,0
44,3,0
45,3,0
46,3,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,1
53,0,1
54,0,1
55,0,2
56,0,2
57,1,2
58,1,2
59,1,2
60,2,2
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
72,2,2
73,2,2
74,2,2
75,2,2
76,2,2
77,2,2
78,2,2
79,2,2
80,2,2
81,2,2
82,2,2
83,2,2
84,2,2
85,2,3
86,2,3
87,2,3
88,2,0
89,2,0
90,3,0
91,3,0
92,3,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,1
99,0,1
100,0,1
101,0,2
102,0,2
103,1,2
104,1,2
105,1,2
106,2,2
107,2,2
108,2,2
109,2,2
110,2,2
111,2,2
112,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
120,2,2
121,2,2
122,2,2
123,2,2
124,2,2
125,2,2
126,2,3
127,2,3
128,2,3
129,2,0
130,2,0
131,3,0
132,3,0
133,3,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,1
140,0,1
141,0,1
142,0,2
143,0,2
144,1,2
145,1,2
146,1,2
147,2,2
148,2,2
149,2,2
150,2,2
151,2,2
152,2,2
153,2,2
154,2,2
155,2,2
156,2,2
157,2,2
158,2,2
159,2,2
160,2,2
161,2,2
162,2,2
163,2,2
164,2,2
165,2,2
166,2,2
167,3,3
168,3,3
169,3,3
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,1,1
181,1,1
182,1,1
183,2,2
184,2,2
185,2,2
186,2,2
187,2,2
188,2,2
189,2,2
190,2,2
191,2,2
192,2,2
193,2,2
194,2,2
195,2,2
196,2,2
197,2,2
198,2,2
199,2,2
200,2,2
201,2,2
202,2,2
203,3,2
204,3,2
205,3,2
206,0,2
207,0,2
208,0,2
209,0,2
210,0,2
211,0,2
212,0,2
213,0,3
214,0,3
215,0,3
216,1,0
217,1,0
218,1,0
219,2,0
220,2,0
221,2,0
222,2,0
223,2,0
224,2,0
225,2,0
226,2,1
227,2,1
228,2,1
229,2,2
230,2,2
231,2,2
232,2,2
233,2,2
234,2,2
235,2,2
236,2,2
237,2,2
238,2,2
239,2,2
240,2,2
241,2,2
242,2,2
243,2,2
244,3,2
245,3,2
